时间,电导1,电导2,电导3
3181,4,20,50
3182,4,20,50
3183,4,20,50
3184,4,20,50
3185,4,20,50
3186,4,20,50
3187,4,20,50
3188,4,20,50
3189,4,20,50
3190,4,20,50
3191,4,20,50
3192,4,20,49
3193,4,20,50
3194,4,20,50
3195,4,20,50
3196,4,20,50
3197,4,20,49
3198,4,20,49
3199,4,20,49
3200,4,20,49
3201,4,20,49
3202,4,20,49
3203,4,20,49
3204,4,20,49
3205,4,20,49
3206,4,20,49
3207,4,20,49
3208,4,20,49
3209,4,20,48
3210,4,20,48
3211,4,20,49
3212,4,20,48
3213,4,20,48
3214,4,20,48
3215,4,20,49
3216,4,20,49
3217,4,20,49
3218,4,20,49
3219,4,20,49
3220,4,20,49
3221,4,19,49
3222,4,19,49
3223,4,19,49
3224,3,19,49
3225,4,19,49
3226,4,19,49
3227,4,19,49
3228,4,19,48
3229,4,19,47
3230,4,19,47
3231,4,19,48
3232,4,19,47
3233,4,19,47
3234,4,19,47
3235,4,19,47
3236,4,20,47
3237,4,20,47
3238,4,20,47
3239,4,20,47
3240,4,19,47
3241,4,19,47
3242,4,19,47
3243,4,19,48
3244,4,19,48
3245,4,19,47
3246,4,19,46
3247,4,19,46
3248,4,19,47
3249,4,19,47
3250,4,19,47
3251,4,19,47
3252,4,19,47
3253,4,19,47
3254,4,19,47
3255,3,19,47
3256,3,19,46
3257,3,19,46
3258,4,19,46
3259,4,19,46
3260,4,19,46
3261,4,19,46
3262,4,19,46
3263,4,19,46
3264,4,19,46
3265,4,19,46
3266,4,19,46
3267,3,19,46
3268,3,19,46
3269,3,19,46
3270,3,19,46
3271,3,19,45
3272,4,19,45
3273,3,19,46
3274,3,19,45
3275,4,19,45
3276,4,18,45
3277,4,19,45
3278,4,19,45
3279,4,19,45
3280,4,19,45
3281,4,19,45
3282,4,19,45
3283,4,18,45
3284,4,18,45
3285,4,18,45
3286,3,19,45
3287,4,19,45
3288,4,19,45
3289,4,19,45
3290,4,19,45
3291,4,18,45
3292,4,18,45
3293,4,18,45
3294,4,18,45
3295,4,18,44
3296,4,18,44
3297,3,18,44
3298,4,18,44
3299,4,19,44
3300,4,18,44
3301,4,18,45
3302,4,18,45
3303,4,19,45
3304,4,19,45
3305,4,18,45
3306,4,18,45
3307,4,18,45
3308,3,19,45
3309,3,19,44
3310,3,18,44
3311,4,18,44
3312,4,18,44
3313,4,18,44
3314,3,18,44
3315,3,18,44
3316,3,18,44
3317,3,18,44
3318,3,18,43
3319,3,18,43
3320,4,18,43
3321,4,18,44
3322,4,18,44
3323,4,18,43
3324,4,18,43
3325,3,18,43
3326,4,18,44
3327,4,18,44
3328,3,18,44
3329,3,18,44
3330,3,18,44
3331,4,18,43
3332,4,18,43
3333,4,18,43
3334,3,18,43
3335,3,18,43
3336,4,18,43
3337,4,18,42
3338,4,18,43
3339,4,18,43
3340,4,18,43
3341,3,18,43
3342,4,18,42
3343,4,18,42
3344,4,18,42
3345,4,18,42
3346,4,18,42
3347,4,18,42
3348,4,18,42
3349,4,18,42
3350,4,18,42
3351,4,18,42
3352,4,18,42
3353,4,18,42
3354,4,18,42
3355,4,18,42
3356,4,18,42
3357,4,18,42
3358,4,18,42
3359,4,18,42
3360,4,18,41
3361,4,18,41
3362,3,18,41
3363,3,18,41
3364,4,18,41
3365,4,18,42
3366,3,17,42
3367,3,17,41
3368,3,18,41
3369,3,18,41
3370,3,18,41
3371,3,17,41
3372,3,17,41
3373,3,17,40
3374,3,17,41
3375,4,17,41
3376,3,17,41
3377,3,17,41
3378,3,17,41
3379,3,17,41
3380,3,17,41
3381,3,17,40
3382,3,17,41
3383,3,17,41
3384,3,17,41
3385,3,17,41
3386,3,17,41
3387,3,17,40
3388,3,17,40
3389,3,17,40
3390,3,17,40
3391,3,17,41
3392,3,17,41
3393,3,18,41
3394,3,17,41
3395,3,17,41
3396,3,18,41
3397,4,18,41
3398,4,18,40
3399,4,17,40
3400,4,17,40
3401,3,17,40
3402,3,17,40
3403,3,17,40
3404,4,17,40
3405,4,17,39
3406,3,17,39
3407,3,17,39
3408,3,17,39
3409,3,17,39
3410,3,17,39
3411,3,17,39
3412,3,17,40
3413,3,17,39
3414,3,17,39
3415,3,17,39
3416,3,17,38
3417,3,17,38
3418,3,17,39
3419,3,17,39
3420,3,17,40
3421,3,17,40
3422,3,17,40
3423,3,17,39
3424,3,17,39
3425,3,17,39
3426,3,17,39
3427,3,17,38
3428,4,17,38
3429,3,17,38
3430,3,17,38
3431,3,17,39
3432,3,17,39
3433,3,17,39
3434,3,17,40
3435,3,17,39
3436,3,17,39
3437,3,17,39
3438,3,17,38
3439,3,17,38
3440,4,17,38
3441,4,17,38
3442,3,17,38
3443,3,17,38
3444,3,17,38
3445,3,17,38
3446,3,17,37
3447,3,17,37
3448,3,17,38
3449,3,17,39
3450,3,17,39
3451,3,17,38
3452,3,17,38
3453,3,17,38
3454,3,17,37
3455,3,17,37
3456,3,17,37
3457,3,17,38
3458,3,17,38
3459,4,17,38
3460,4,17,38
3461,3,17,38
3462,3,17,37
3463,3,17,37
3464,3,17,37
3465,3,17,37
3466,3,17,38
